pca1,pca2,pca3,pca4
-1.52574535271,3.94351756907,-6.58216506731,5.13483808259
-6.40529112582,0.741815312887,-6.3089096572,5.05575447462
16.5215405553,2.75742455189,-6.43255118992,2.00872817451
23.2762942806,8.98283964986,-6.90757064227,1.09947664086
-8.83407017754,-14.3752309703,-4.98000815769,0.66794244569
3.62091372137,0.180073455078,-6.26498956991,3.95724306171
24.1526391955,-13.2057835509,-5.17794619723,2.47648803724
-22.892465673,-12.8976821065,-5.13974330621,2.76968681866
-16.3013725601,-2.52064791554,-5.92869361947,1.00059626742
7.66484556822,-1.62000292249,-5.93888945699,-2.13995973896
27.1224327537,12.3405559694,-7.02082235927,-3.99531465093
-28.4601520717,1.89682219835,-6.40044311662,6.23538655613
-19.2923634228,-2.71950994056,-5.91510390064,2.04200334301
15.7668188066,-4.12570887879,-5.73330645943,-3.16014899827
-12.0575336613,-9.31707027195,-5.2332158521,-4.16819983149
19.3267222598,6.89667647299,-6.56417501626,-4.93023670184
-26.8533608274,-14.9911976173,-4.71708426212,-5.23873508941
21.166324493,11.9200615623,-7.16890168816,3.03950212784
0.555623150682,2.05923580415,-6.47477949876,6.04335315175
18.1670723578,-13.4749709797,-5.20479520156,4.49880850488
-20.353144556,-0.856054024762,-6.1651804989,5.04519418927
-24.5135598873,3.10940496115,-6.45874903773,4.20638706216
28.7103507006,-1.89827372327,-6.0644658891,1.7351560497
18.43366011,4.82227269114,-6.54765274334,0.00949758966549
-17.1048800215,-7.6914985819,-5.47224696676,-0.13969569668
8.13111904355,-13.6707581853,-4.94529769531,-3.43977922257
-24.6272808914,5.14909563589,-6.42174861377,-2.75702210188
1.09839023853,12.3403740873,-6.95008459888,-4.8494203587
-9.56935215816,4.70942269802,-6.58863173289,3.14189945393
-6.15264699344,-6.14156835909,-5.65645369877,0.827193413505
-8.33368795719,-2.10255752567,-5.83675567441,-4.03250180785
1.61231368104,-0.656553630824,-5.94851809078,-5.05427997052
-2.48059225205,2.89384485284,-6.5251903131,6.1169648086
29.3713381555,7.14563785952,-6.88376947536,5.02236146023
5.12142570296,-12.9346654849,-5.12694458275,1.6186676587
30.0909043439,-11.91404336,-5.19286463482,-0.496409582139
-18.8376827102,-14.7703213516,-4.85817157855,-1.28074410852
4.51920101451,2.35577325498,-6.33010350132,0.0506632914842
1.35610771751,6.22389007844,-6.57499172814,-1.84639734308
-24.9171566045,12.2238045624,-6.89332827818,-4.69308086556
-16.5080187696,3.34622441241,-6.55064342416,6.17188985417
-14.805901955,-14.7705869266,-5.04581673007,4.6579348603
30.3623096466,7.22402758089,-6.84961611421,2.99401613923
0.971423442485,-8.97157784025,-5.49111199666,2.72621767864
1.06981766671,-12.0188399744,-5.12131517672,-1.36825517652
-6.85062230598,-14.2884759543,-4.90056870693,-2.36795764298
27.115037702,-12.8609097739,-5.05226992699,-3.51403285554
10.1293730494,-13.5335930027,-4.97361498682,-3.43160474667
26.4604044958,4.21288745441,-6.49754333337,-1.05878611002
-9.51824762921,2.83304741288,-6.30276704643,-1.8843869718
-19.8521890243,-14.7288162475,-4.79340323857,-4.32129311068
-21.8895040163,-13.8201736539,-4.86234673947,-4.29091865758
4.90088393004,-6.90338999222,-5.70581907326,4.77751293745
-24.5078717144,3.04761256108,-6.47327218335,5.24350283936
29.020090166,15.2925892792,-7.33060553157,-0.915342335912
4.18415844055,10.4238061163,-6.8464320258,-2.87693468358
-2.67619130055,7.82718747051,-6.91347775849,6.15450818066
12.1625435468,-13.6855710833,-5.11754234446,2.55152280061
-22.832075809,-14.8915535756,-4.86328651562,-1.25776372919
-18.9478161613,13.4612054388,-7.08354289035,-1.69968105486
-26.2762766659,-3.87343621071,-5.67911726198,-2.97651187599
18.9171257927,-8.24386470545,-5.3330892223,-5.35802440641
4.17251408315,-13.9947021936,-5.11243121867,3.56689708314
8.92401812964,-8.61405720057,-5.29537338259,-5.32925788426
-27.3246635863,-2.82225967699,-5.7140813385,-4.92475231474
-15.1625115838,-5.60278635587,-5.79691267404,4.88387479537
-22.2816670704,-2.81453275699,-5.9718984164,4.07062826546
-11.7295679057,8.61457953003,-6.84897485403,3.18443146148
25.1455301141,-13.1513498035,-5.1461401135,1.50514853437
-26.813782251,-15.1153756821,-4.91441488464,1.76995577947
-13.5827400201,4.58599618394,-6.47306144146,0.221196517553
-17.8297392323,10.4541264313,-6.84135771217,-1.75966613451
28.1445477924,-13.0391996171,-5.16705567962,1.47739084554
11.851769504,-6.43001067194,-5.5363556708,-3.2578816039
-18.847653078,10.5750224096,-6.76984885926,-4.75717937247
-26.6555351656,6.91849518701,-6.81759946096,6.2990986563
-18.0082518022,-9.73424266162,-5.427430992,3.81455196607
-4.34499280947,-1.06745694742,-6.09650229261,1.97765662996
-27.1712658222,-6.7373011983,-5.40605185567,-5.02291576136
20.8948354109,-6.28873266919,-5.82765448404,5.6520503219
-27.3350945776,-2.01137581627,-5.92307011733,0.0353427919242
17.52364449,1.85776954955,-6.16842845343,-5.11284223222
12.227135851,10.5190339659,-7.11908906729,6.07201533129
31.1552573883,-12.9142855596,-5.26876078701,4.48459471758
19.883669425,-6.29588861532,-5.75060316448,3.70812166682
-2.34629452132,-1.03658347672,-6.07575934872,1.99673396169
7.44536663596,4.40477837085,-6.51832504803,1.09420998054
25.3904835847,6.00074072201,-6.6450258037,0.0166973795957
-4.44758800028,0.986309016192,-6.10941145253,-2.93230737902
19.5689870975,0.911604944692,-6.10155063001,-4.06619560819
-3.45017338864,0.94845528722,-6.0755109328,-3.95494245115
18.5264918839,1.89661865072,-6.16591614111,-5.0309814313
28.6455311016,0.137182341034,-6.32442413301,4.83244751345
8.57790147931,1.35707913658,-6.36049391846,3.97076120177
-3.36154710946,-0.995337020787,-5.99930351844,-1.0089083878
21.1401100271,11.9758011349,-7.03247000176,-1.96051783321
-13.5534073589,3.65761612038,-6.34959935436,-1.81393651376
24.1578732493,11.2555624653,-6.89536139341,-4.98425754299
19.5597994379,1.00741464149,-6.09873413726,-5.08433540923
-1.97086591659,-10.1479662642,-5.47698311345,5.71439247693
-8.40689491039,0.621265129663,-6.27418171313,4.01091523891
25.1451362957,-13.0728597564,-5.17532218579,1.48869423239
11.4827943251,3.57524764017,-6.47224537754,1.02484788312
-12.5115825,2.71175949435,-6.30863844872,-0.86211067586
-28.3091946625,-2.8882888695,-5.80002068009,-1.92213464366
19.3645337738,6.00069971259,-6.51158648458,-4.95896147605
-7.53662207784,2.97853984792,-6.22709913057,-4.87275526858
10.7394121745,-2.61920984984,-6.07668893573,4.80239142956
-20.4496585141,1.34699575495,-6.27754992986,2.13378798331
-3.46565226343,1.96142486531,-6.31443249682,1.06014732749
-14.1925167898,-5.36181440741,-5.68339773769,-0.0882303423801
9.85945495601,-6.52052981006,-5.56640724484,-2.28206098048
14.2901420568,7.81046772755,-6.65199857076,-4.91563476163
-19.6238030206,6.20286153805,-6.75889874789,6.27452517824
-10.8109031645,-14.6137765558,-5.0542978431,4.66822399908
-4.82113997025,-14.348420467,-5.05515192196,3.64429320725
-6.82114428673,-14.346022237,-5.05645255861,3.67118049058
-25.8376348024,-14.9690071509,-4.81616318955,-2.23071923148
16.1151365515,-13.3402769243,-4.92054813561,-5.43772014619
-7.49918469978,2.00601391887,-6.13360849995,-4.86859070579
21.4456828932,4.90605054653,-6.64584158361,3.00911330243
-9.82125184792,-14.4732477075,-5.02764124151,2.67167732522
11.4980880319,2.67598711579,-6.28418631464,-2.97119058756
2.12371859379,-13.7811065942,-4.86986446343,-5.36959716244
-24.917158009,12.2238347445,-6.89333018888,-4.69308274375
30.5219380294,3.23851294582,-6.55210345949,3.89909083173
9.5730192475,1.4152223543,-6.34575104988,2.95424848482
-10.4269266667,0.69976306825,-6.17268172084,0.056234817492
5.55294434467,1.36753314845,-6.22214599259,-1.02281785752
22.4564498587,4.07081704843,-6.44741005856,-2.02010320857
11.7776091539,-4.38794526985,-5.73484468814,-2.21612195059
4.70636249878,-2.69738865071,-5.85860527073,-2.1387267862
28.1152401983,-12.882984276,-5.04148428154,-3.53205205245
-23.5131158112,2.30740143202,-6.2037203009,-2.80032258859
-14.5320016577,2.73178928066,-6.19455977894,-4.84575144463
24.0036308274,-9.10687350004,-5.58047833802,4.5768712988
5.71977962105,-2.62149634441,-5.96749745392,0.874227937795
28.9278658276,-7.77929669494,-5.52560821545,-1.41563398436
0.143043035614,-13.9404770706,-4.95745693405,-2.40150237151
9.92906989813,-8.50096868235,-5.34513384359,-4.32100249257
-23.0479884274,-9.72736477778,-5.20121284093,-4.16395060557
-24.8501002915,-14.8327240728,-4.78211355188,-4.27763868909
15.1522970575,-13.5298041226,-5.098794482,1.55012319165
23.2211214587,10.072485709,-6.90985814754,-0.974594910752
-19.8423050564,-14.7343238195,-4.84281693795,-2.25856194671
-3.33275423798,-1.92432628059,-5.87884332409,-3.0021219395
19.6002963119,-0.00583534595043,-6.01372625475,-5.08484851351
-12.5113420753,3.49732831544,-6.56297546005,6.1692959755
-9.87750236716,12.6535635774,-7.23078989301,5.22472297229
-22.8012122963,-15.0744311352,-5.00422155806,4.70914438975
-21.5921892675,5.14711264122,-6.61088080741,4.24686577373
-14.4688982878,1.53737514423,-6.20105469428,-0.875458774817
-5.85296389119,-14.2424893589,-4.90153673033,-2.35941427352
26.1112449142,-12.952433033,-4.99759487616,-4.50742472387
0.125861317245,-13.9359187125,-4.85144849053,-5.38270139207
-1.87419654386,-13.9258349665,-4.85138231023,-5.35301978995
-5.60067758751,5.79656907926,-6.73158328014,5.15636150913
-5.11815135231,-7.15825262529,-5.54110403459,-0.198421822327
25.1220973703,-12.9631301715,-5.06896409623,-2.50626860451
9.11920861974,-13.5230826488,-4.91488178388,-5.42304372073
14.1897279193,11.5801666116,-7.22708893054,6.04037903156
0.184787685795,-14.2022724246,-5.12353450486,4.57572302348
-16.8021114111,-14.8037068494,-5.06199186254,4.67397472975
9.14714096619,-13.6994517137,-5.03516528483,-0.465644717798
4.14987013438,-13.823422625,-5.02894795161,-0.426176447618
13.3515019691,7.47540259126,-6.91271132112,6.11981868667
-21.6222391175,6.12509117719,-6.74943834933,6.28400842531
24.5206098173,3.02839655886,-6.49589297837,2.97286018617
-12.0968144238,-7.51553798594,-5.57309654985,2.86155852967
15.1522970575,-13.5298041226,-5.098794482,1.55012319165
18.9247906804,-8.14683184122,-5.40602778566,-3.3144455104
7.33906375372,6.51054622517,-6.54433499857,-3.85787251764
-23.635790185,5.28152348326,-6.39955558571,-3.70363038692
-15.642007953,6.42719342024,-6.70376702066,3.24649474421
-1.46754047325,2.05328714541,-6.32748849715,1.08885919646
23.3991521995,5.18965190878,-6.44370084675,-4.989740621
-9.49638952615,1.9102366268,-6.13266613359,-4.86781033302
-29.6918202082,31.7502383722,-8.45378292351,-4.22273138423
23.6401861718,-0.0978611064672,-6.2359993378,2.80194465446
26.3701885228,6.22499093535,-6.59707044541,-2.99516397137
-27.8014446186,9.24494242095,-6.65558029026,-4.7513957185
16.1734381688,-13.5029948454,-5.24227699641,5.50668578984
-10.7634503054,9.62066466038,-6.9729537954,4.12561105426
14.154890741,11.7431707891,-7.07063128011,0.0434741963989
-26.7993666532,9.20854698778,-6.66194797436,-4.78063484311
-23.1978235437,-5.73279306784,-5.55662702799,-3.07555496548
-21.2403549839,-4.64816942274,-5.64438159801,-3.06900809402
-4.69367033592,7.06785322566,-6.56889465401,-4.83912087003
-23.546326303,4.07854234215,-6.55712770041,5.25828699615
-21.7961587549,10.2324772257,-6.98437138575,4.25754564327
-12.8203321962,-14.6426166609,-4.99253021963,2.68114336005
-4.50647978752,2.93773612345,-6.38491981695,1.13507966053
-25.8211674854,-15.0990277487,-4.87874091287,0.746210249905
-6.55577923925,3.9197898174,-6.40206661675,-0.837726052996
-18.8375905405,-14.719903767,-4.87370074969,-1.26502162719
-10.4570034037,0.83218499741,-6.02853288435,-4.90768803438
-9.16233576947,-5.4055737508,-5.83809437645,5.88564639889
22.3950746948,5.98024797884,-6.67435610124,1.02800948038
-17.8133721475,10.446774585,-6.93161667104,1.2326256457
-7.49791937056,1.98727506982,-6.14208019778,-4.87724803405
-11.947653291,14.5257060252,-7.41153882263,6.255951132
-23.4691682989,2.11220105154,-6.41298216005,5.18590055711
6.53542724363,2.3415972456,-6.42419793142,3.02666541004
-4.42546165342,0.839849023106,-6.2146881776,0.999541676412
-27.5302885046,3.04443040578,-6.34177349093,0.239242497789
-7.75638998407,8.87285660303,-6.75060969992,-1.85055753716
18.2467195583,8.95635598637,-6.71774707629,-4.98714783374
-17.798991025,-14.8929577401,-5.06737162988,5.65178632617
-17.8209644217,-14.736804242,-4.97695271256,1.67716920693
-9.86521078291,11.7961130469,-7.03549606657,0.178178453734
9.34941765417,6.5562863061,-6.62840785596,-1.91797530762
-10.1759535167,-6.18508283451,-5.50681468779,-4.14281433362
17.7567509409,-4.07560322189,-5.69143013516,-5.25537595271
-25.7526791946,9.02025384237,-6.88199120985,4.24462478891
-18.1831006324,-5.63891068135,-5.65808561054,0.952873483557
-17.8438847969,-14.6580464362,-4.85399714103,-2.26864470703
-14.8625355051,-14.5274431518,-4.77086666485,-5.29536984296
-3.83252335031,-14.2058788399,-5.0314994695,1.64214190393
-25.4907071283,2.15177608163,-6.29048328083,1.2113557168
15.2110049096,9.81081633072,-6.79789021399,-4.84736287172
-3.81022441314,-14.2978924945,-5.14279238289,5.61929809711
-8.80954249652,-14.547643147,-5.07424347513,4.63192481898
16.4543962501,4.70335026371,-6.65266523532,4.01200209626
-6.61532825254,5.82059125075,-6.64843015007,2.16870451616
14.6751075894,-1.38526515576,-6.06271928592,0.827161356894
26.6936800707,-1.82279702533,-5.98907331191,-1.22616596588
6.12698546285,-13.7213617206,-4.91265316412,-4.42883231743
-23.8560557025,-14.7955490227,-4.75876354188,-5.26903332123
-15.8666859488,12.4074358077,-7.24191637085,6.21951431578
23.2991790362,8.90243748448,-7.03452567389,5.0453862376
-15.8060492888,-14.7907675246,-5.05067554995,4.64402395332
-19.8027239774,-14.9489344885,-5.02879004973,4.66324015088
-8.1712616142,-6.16783521762,-5.53016345945,-3.15947475636
8.41697253682,4.59333192499,-6.41455164634,-3.95156918266
2.30040083697,7.31792449733,-6.59463404255,-4.85251815691
-23.508481722,3.10213450455,-6.47865532323,5.23497862846
-28.5140507008,2.86241807149,-6.38959575181,3.24178599704
29.137995776,12.2667417123,-7.08972877603,-0.986624791114
8.13133252661,-13.6898911383,-4.93497012759,-3.40566484988
-7.85701271996,-14.3042526,-4.856280508,-3.33199262615
-19.8478180635,-14.711336578,-4.81838408535,-3.2574443421
14.094946552,12.7936600917,-7.02391940406,-3.87363257767
-10.8084589677,-14.570349929,-5.07524313445,4.67563547268
-12.5191267795,3.52937584136,-6.51136764382,4.17586803486
6.14188053711,-13.7589013012,-4.97266469101,-2.38805881627
1.43359784305,4.22427378927,-6.39229484446,-2.87429935374
24.1632250661,-13.2215610856,-5.22153070599,3.50496817122
-15.8034965313,-14.8540765748,-5.01827187713,3.68116826931
2.13974746063,12.1448912563,-7.11166772196,1.1597456248
-18.8269812423,-14.7476712093,-4.93965526674,0.697108121218
-8.46847475559,1.79716066348,-6.25797876945,0.0995209736416
-21.8454434767,-14.8368608655,-4.80342037726,-3.29755868925
-27.8399107451,-15.0776413693,-4.77806663028,-3.26693585521
-1.86447312865,-14.0555021905,-4.87195707245,-4.38578900777
4.90089446367,-6.90361635856,-5.70580474304,4.77752702385
4.7658180704,-3.73543637251,-5.87824851205,1.90126876398
-6.54475090366,3.87104742409,-6.452075338,1.15813469784
24.1352662884,-13.1336343033,-5.087734917,-0.483878470313
27.6871828078,-1.74399480636,-5.96669632869,-2.18894933662
-3.56358194725,4.06100780249,-6.38779936639,-1.85093036738
-24.361890696,-1.72079299186,-5.8316423261,-3.88279716137
24.8859093057,-6.11481513402,-5.81372791959,4.65078848923
17.1624266275,-13.4319446777,-5.18842494395,3.52371868027
-10.4856233984,2.66727889508,-6.44656124079,4.11911970026
-4.62347940508,5.93309672659,-6.63399562257,1.15919712684
30.1314644039,-12.8992129045,-5.12785795743,-0.546799081305
-16.3955619533,-0.485521919798,-5.9966504537,-1.94103110386
13.2185699608,9.74434842104,-6.82361158902,-2.95569135411
-7.53386826503,2.88923388068,-6.21467381974,-4.89441295034
9.19365488202,11.3853709777,-7.2034145281,6.06411015704
21.6080201397,0.851387075099,-6.34464754769,3.8508529076
7.81594128979,-4.72941937411,-5.86275994423,3.77558558838
1.30196014294,8.10037130158,-6.85213884074,2.15968904095
-4.54700762265,3.92375528139,-6.44560510112,0.105000513663
-3.24983932804,-3.21679310351,-5.9781913101,4.91120442196
-13.8240011622,-14.6672832877,-4.96169960003,1.6900352277
-11.4232742483,0.64718814871,-6.18076735046,1.08670298826
15.1153337842,12.7407345975,-7.13378652402,0.109967416321
-10.8393903197,-14.4231465148,-4.93763607683,-0.307098285945
-10.4570091691,1.71379331163,-6.30923057708,2.12006273977
6.88050187588,-6.77855357405,-5.60517889841,0.758341229291
9.45996397787,3.61007462898,-6.35139141339,-2.94769507187
-19.846476616,-14.7724671472,-4.80922593958,-3.2888935081
11.1250547538,-13.5559775217,-4.92676260143,-4.43145008289
7.13516231127,11.5550936482,-6.89298071985,-4.87315234521
-4.5182536736,3.83825454559,-6.60797547054,6.10880517864
-8.89445854697,12.7716457252,-7.16373485245,2.20916675783
24.7731188138,-3.87228230667,-5.81824017937,-1.256404556
13.1441473067,11.7513620151,-7.00632683215,-1.93000984184
-13.0468246473,-9.51913718009,-5.24267140761,-3.22308297685
26.1058647112,-12.919509897,-4.98108347501,-5.52192701027
-21.580364985,5.12108391541,-6.6905867145,6.22427630539
10.7005346839,-1.63282707756,-6.1550909245,4.82328451377
13.2185727615,10.5378443772,-7.07180471462,4.08753142528
-28.8494787729,11.0244913762,-6.92518305212,0.323338051993
1.35785666939,6.19722639058,-6.57070955439,-1.82484980261
-20.4671257708,2.22368770575,-6.44489039767,6.17906905305
11.4913774749,3.54108440472,-6.51777539738,3.03251146119
-17.2902039751,-2.63997033962,-5.9572833035,3.00997265929
-17.4175306654,0.383797353222,-6.14217196902,1.09535480598
18.743139362,-3.12589188518,-5.89879746898,-0.180089600151
18.4204944924,4.8974411011,-6.50031634149,-1.96388463159
26.1175859151,-12.9844430375,-5.02677116059,-3.50696499253
-5.82410366022,-14.3125291371,-5.05492338375,2.63636864128
-6.93489362054,13.8356630386,-7.25158864165,2.22058504681
23.8646888848,-6.05548516231,-5.70440572116,0.662380271846
19.9844561853,-9.17032511177,-5.45026940424,0.618676904307
29.5343263248,2.30151596359,-6.33571796471,-1.13617399631
-24.8312629626,-15.0099311748,-4.84456349769,-1.28459590062
-10.5574846094,3.80055807229,-6.36804824226,-1.84968544751
28.7572957226,-3.60885491428,-5.80813400424,-3.25371166318
-9.56199248768,3.81739369112,-6.3367098525,-2.85503140174
-12.8592028675,-14.3910156848,-4.83690627275,-4.322701187
-29.4978657172,26.8474414286,-8.06756599139,-4.35053037547
3.58936428605,1.05437397925,-6.35720125907,4.91913963612
-22.8654315326,12.1452009965,-7.18327639717,5.25450571349
-5.76861915652,9.88148799076,-7.00225647409,4.11052492102
30.6446000202,0.197064409513,-6.32714519646,4.84099094301
8.68862580894,-1.5852684071,-6.09234037942,2.92539590421
-18.4124441596,0.349599634377,-6.17375043676,2.11774520864
19.9922704803,-10.1021699195,-5.18670443251,-5.37060837659
-4.85742410561,11.0429437308,-6.82431525568,-4.81856459676
-29.7310097128,32.7307516509,-8.52550501569,-4.18586531234
20.0542530258,-10.4709075281,-5.46597726665,5.56650257092
-27.9222538681,-12.1359542203,-5.21397470186,3.82853637763
25.9915925468,-9.84136910157,-5.26011733193,-4.41370861403
-0.822835968437,10.2882559722,-6.77657039528,-4.8634019594
30.6443044932,0.220278916298,-6.34053003563,4.80702508607
9.16862781524,-13.7436812595,-5.15196341843,3.56110719142
-22.8336337771,11.1917892603,-7.07140774515,4.2512296802
-25.8150199888,-15.0552343128,-4.93413074511,1.73046913904
16.423507843,4.8296629735,-6.49585090023,-1.97282612684
0.134809608453,-13.9853219795,-4.88443727694,-4.39309164928
5.14407185031,12.2647366798,-7.19107540466,4.14805012485
-13.8193506328,-14.6841733568,-4.98483245121,2.68613750428
-0.541966943283,4.04546101231,-6.50848188928,2.13768845162
6.95510809887,-8.70093212381,-5.45383525007,0.733141105266
1.44450224987,4.19626519628,-6.46612170305,0.125048515261
21.8118091848,-4.94214559071,-5.7290471079,-1.23014306431
-23.8336588444,-14.9151687294,-4.85008572089,-1.24154147291
4.58272633661,0.299725517819,-6.0608257705,-3.0276353082
-28.3542123114,-1.88875740608,-5.83893601297,-2.86760382177
-20.8580483233,-14.7579770813,-4.74545972573,-5.26717919608
11.470225948,3.61295671744,-6.41486495719,-0.953703566241
-14.5862386321,4.55462549115,-6.43478250441,-0.798589418128
-14.0439100357,-9.47386091895,-5.27048354543,-2.1835909088
6.59342413229,1.14515473079,-6.39748174455,5.93880010642
-13.0844211272,-7.59149370616,-5.63404101143,4.83091055121
-18.5546212425,4.22479823318,-6.55480501858,4.18160679587
-1.94406782186,14.0502894213,-7.24965738955,1.19624524446
31.1304828405,-12.8576562086,-5.13555572585,-0.551793225532
12.5493839791,1.60457513007,-6.24880365828,-1.06834588827
-20.0007804352,-10.6517936661,-5.18263498809,-2.18653779071
8.48998804905,2.62935985136,-6.22268508916,-4.97395121916
-28.9149836022,12.1406967645,-6.88674956875,-4.68147570467
13.3514026438,7.50303882565,-6.93268396619,6.06948115334
-27.791158553,-15.224988146,-5.03596517062,5.71710670111
13.8485626893,-5.3781883383,-5.84213541321,3.75612955551
-21.1229237952,-6.74762136654,-5.67674569414,3.92489565605
5.09910414512,13.2805818982,-7.23682881224,2.13656091888
20.9451220997,-8.13947439613,-5.54006333727,0.618873220083
10.1516751466,-13.6256745671,-5.08490360114,0.545555672432
-28.6128530519,4.95059978966,-6.46182162557,-0.757471282957
22.3238115915,7.12487455114,-6.61148850235,-4.9720258297
-10.5116279997,3.4887748425,-6.55318871209,6.15129387164
-2.36696999757,-0.192895745631,-6.23044925092,4.97703007009
-17.401361537,0.305020164433,-6.218619489,4.10450234574
5.81094826013,-4.80128561997,-5.81168120964,2.83263542009
17.592852618,0.786129923032,-6.23939220701,0.92796000882
-2.87084066758,12.0454432743,-7.0480954567,0.197642904268
0.697496521078,-2.73065038446,-5.79321186372,-4.04026674774
28.8303708136,-4.84162601877,-5.86093469938,2.68976945893
24.9523435375,-8.04418036693,-5.59795831588,2.62839029277
19.2465485533,9.82492378724,-7.00222978612,3.02152824613
-10.5831701743,4.62777260244,-6.48134605667,0.166525127135
20.2533156461,8.95887638635,-6.77109541489,-3.88438180556
-17.8555633095,-14.5925650161,-4.80661893112,-4.28322860127
-3.18755223769,-5.90006233879,-5.50041888691,-5.1423477702
-28.479940698,1.09092613074,-6.03022270891,-4.80220898252
4.17802982707,-13.962481743,-5.15447176656,4.5830916176
